CP,Municipio
03187,MIRAS, LOS (MONTESINOS)
03187,MONTESINOS, LOS
03187,PEREZ, LOS (AYUNTAMIENTO TORREVIEJA)
03187,PINICOS, LOS
03188,ALDEA DEL MAR
03188,CALA HIGUERA
03188,CURA, DEL, PLAYA
03188,EURO-PARC
03188,LOCOS, DE, PLAYA
03188,LOMAS DEL MAR
03188,MATA, LA
03188,SALARET, PLAYA
03188,TORRE DEL MORO
03188,TORREJON
03188,TORRELAMATA
03189,ALMENDROS, LOS (ORIHUELA-COSTA), URBANIZACION
03189,CABO ROIG
03189,CAMPOAMOR, URBANIZACION
03189,CASTILLO DE DON JUAN
03189,CHISMOSA, LA, URBANIZACION
03189,DEHESA DE CAMPOAMOR, URBANIZACION
03189,FILIPINAS, URBANIZACION
03189,FLAMENCA, PLAYA
03189,FLORIDA, LA (ORIHUELA-COSTA), URBANIZACION
03189,GATO, EL
03189,HORIZONTE, EL, URBANIZACION
03189,LOMAS DE SAN JUAN, URBANIZACION
03189,MIMOSAS, LAS
03189,MONTE ZENIA
03189,OLEZA, URBANIZACION
03189,ORIHUELA-COSTA, NUCLEO
03189,PUNTA DE LA SAL
03189,PUNTA PRIMA
03189,REGIA, LA
03189,SERENA II, URBANIZACION
03189,SOLANA, LA, URBANIZACION
03189,SOLANAS, LAS
03189,TORRE ZENIA, URBANIZACION
03189,VILLACOSTAS, URBANIZACION
03189,VILLAMARTIN
03189,ZENIA, LA
03190,PILAR DE LA HORADADA
03191,ALMAZARA, LA, CASERIO
03191,BARRIO LA ALMAZARRA
03191,BARRIO LAS SEGUNDAS
03191,BARRIO LOS HORTELANOS
03191,CAÑADA DE PRAES
03191,COLONIA SAN ISIDRO, SECTOR
03191,HORTELANOS, LOS, CASERIO
03191,MIL PALMERAS, URBANIZACION
03191,PINAR DE CAMPOVERDE
03191,PUEBLO CATINO, URBANIZACION
03191,RUFINES, LOS, CASERIO
03191,SAEZ, LOS
03191,SEGUNDAS, LOS, CASERIO
03191,TORRE DE LA HORADADA
03191,VILLENA, LOS, CASERIO
03193,SAN MIGUEL DE SALINAS
03194,MARINA, LA
03194,MOLAR, EL, PARTIDA
03194,PINET, EL, PARTIDA
03195,ALTET, EL
03195,ARENALES DEL SOL, LOS
03195,BALSARES, LOS (ALICANTE)
03195,CALABACI, EL
03200,Elx/Elche
03201,ALFEREZ COSIDO
03201,ALFREDO LLOPIS
03201,ANTONI MACHADO, Avenida (Pares del 2 al final)
03201,ANTONIO PASCUAL QUILES (Impares del 1 al 69)  (Pares del 2 al 62)
03201,ARBRES
03201,ASP/ASPE (Impares del 1 al 49)  (Pares del 2 al 40)
03201,AURELIO COQUILLAT PASCUAL (Impares del 1 al 51)  (Pares del 2 al 54)
03201,BENITO PEREZ GALDOS
03201,BLAS VALERO
03201,CALDERON DE LA BARCA
03201,CAMILO FLAMARIO
03201,CAPITA ALFONS VIVES (Impares del 1 al 83)  (Pares del 2 al 72)
03201,CAPITA ANTONI MENA (Impares del 1 al 63)  (Pares del 2 al 80)
03201,CAPITA BALTASAR TRISTANY (Impares del 1 al 103)  (Pares del 2 al 104)
03201,CAPITA GASPAR ORTIS (Impares del 1 al 97)  (Pares del 2 al 102)
03201,CARDENAL CISNEROS
03201,CAROLINA, LA, Paseo
03201,CONCEPCION ARENAL (Impares del 1 al 95)  (Pares del 2 al 96)
03201,CREVILLENTE, Plaza (Impares del 5 al final)  (Pares del 4 al final)
03201,CRISTOBAL SANZ
03201,DIEGO FUENTES SERRANO (Impares del 1 al 57)  (Pares del 2 al 26)
03201,DIEGO MARTINEZ SANCHEZ
03201,DOCTOR CARO
03201,DOCTOR FERRAN
03201,DOCTOR SAPENA (Impares del 71 al final)  (Pares del 54 al final)
03201,ELOY GONZALO
03201,EMIGDIO SANTAMARIA
03201,ESLAVA (Impares del 1 al 25)  (Pares del 2 al 38)
03201,ESPAÑA, Plaza
03201,ESPRONCEDA (Impares del 1 al 33)  (Pares del 2 al 38)
03201,GABRIEL MIRO
03201,GENERAL COSIDO
03201,JORGE JUAN
03201,JOSE ECHEGARAY
03201,JOSE MARIA PEMAN
03201,JOSE MAS ESTEVE (Impares del 1 al 49)  (Pares del 2 al 64)
03201,JOSEP MARIA BUCK
03201,JOVENTUT, DE LA, Passeig
03201,JUAN ORTS ROMAN
03201,JULIO SANCHEZ GOMEZ (Impares del 1 al 11)  (Pares del 2 al 16)
03201,LEPANTO
03201,LIBERTAD, Avenida (Impares del 1 al final)
03201,LOPE DE VEGA
03201,LUIS LLORENTE
03201,MAESTRO GINER
03201,MAJOR DEL PLA (Pares del 2 al final)
03201,MARIA BENLLIURE
03201,MARIANO LUIÑA
03201,MARQUES D'ASPRELLA
03201,MARQUES DE MOLINS
03201,MESTRE SERRANO
03201,OBISPO SIURI, Plaza
03201,OSCAR ESPLA
03201,PAIS VALENCIANO, Avenida
03201,PARQUE EN PROYECTO
03201,PASCUAL CARACENA TORRES
03201,PINTOR MURILLO (Impares del 1 al 11)  (Pares del 2 al 8)
03201,POETA MIGUEL HERNANDEZ
03201,PONT, Plaza (Impares del 7 al final)  (Pares del 6 al final)
03201,RAMON JAEN (Pares del 2 al final)
03201,REINA VICTORIA, Avenida
03201,RUPERTO CHAPI
03201,SANTA TERESA (Impares del 1 al 5)  (Pares del 2 al 14)
03201,SENIA, LA (Impares del 1 al 33)  (Pares del 2 al 32)
03201,SERRANO ANGUITA
03201,TENIENTE GANGA
03201,TENIENTE RUIZ BRU
03201,TEODOR LLORENTE
03201,TORRES QUEVEDO (Impares del 1 al 27)  (Pares del 2 al 28)
03201,VERONICA
03201,VICENTE ALONSO PEREZ (Impares del 1 al 19)  (Pares del 2 al 10)
03201,VICENTE BLASCO IBAÑEZ
03202,AGRES
03202,ALACANT, Avenida (Impares del 1 al final)
03202,ALBERIQUE
03202,ALCUDIA DE CRESPINS
03202,ALEJANDRO RAMOS FOLQUES, Pasaje
03202,ALFAFARA
03202,ALGINET
03202,ALPUJARRA
03202,ALTABIX, DE, Plaza
03202,ALVADO
03202,AMPLE
03202,ANDRES TORREJON
03202,ANIMES
03202,ANTONI FLORES
03202,ANTONIO MORA FERRANDEZ
03202,BAIX, DE, Plaza
03202,BARRERA
03202,BARXETA
03202,BENIDORM, Plaza
03202,BENILLUP
03202,BERNABE DEL CAMPO LATORRE
03202,BISBE TORMO
03202,BLAS SELVA MENDIOLA
03202,CANDALIX
03202,CAPITA LAGIER
03202,CASES DE LA MAREDEDEU
03202,CAYETANO MARTINEZ
03202,CLEMENTE GONZALVEZ VALLS
03202,CONDE CASAS ROJAS, Plaza
03202,CONFRIDES
03202,CONGRESO EUCARISTICO, Plaza
03202,CORREDORA (Impares del 1 al final)  (Pares del 32 al final)
03202,CRUZ ROJA
03202,DIAGONAL PALACIO
03202,DOCTOR GAITAN
03202,DOCTOR JIMENEZ DIAZ
03202,DOCTOR MARAÑON
03202,DURAN
03202,ERES DE SANTA LLUCIA, DE, Paseo
03202,ERETA ALTA
03202,ESTACION, DE LA, Paseo
03202,FATXO
03202,FELIPE MOYA
03202,FELIX DE LA ORDEN
03202,FERROCARRIL, Avenida
03202,FIRA
03202,FORN DE LA VILLA
03202,FRA PERE BALAGUER
03202,FRANCISCO ALEMAN PEREZ
03202,FRANCISCO VICENTE RODRIGUEZ
03202,FREGESSA, DE LA, Replaceta
03202,FRUITA, DE LA, Plaza
03202,GABRIEL Y GALAN
03202,GANDI
03202,GREGORIO MARAÑON
03202,GUADALEST
03202,HORT DE BAIX
03202,JAIME POMARES JAVALOYES
03202,JAVEA
03202,JIMENEZ DIAZ
03202,JOSE MARIA CASTAÑO
03202,JOSE SANCHEZ SAEZ
03202,JUAN CARLOS I, Avenida (Impares del 21 al final)  (Pares del 24 al final)
03202,JUAN ESPUCHE
03202,LUIS GONZAGA LLORENTE
03202,MAESTRO ALBENIZ
03202,MAJOR DE LA VILA
03202,MANUEL GARRIGOS ALBEROLA
03202,MAÑAR
03202,MARCELINO COQUILLAT
03202,MARTIN DE TORRES
03202,MENENDEZ PELAYO, Plaza
03202,MERCADO, Plaza
03202,MERCE, DE LA, Plaza
03202,MESTRE ALFREDO JAVALOYES
03202,MIGUEL DE UNAMUNO
03202,NUEVA PALACIO
03202,OBISPO TORMO
03202,OBISPO WINIBAL
03202,ONTENIENTE
03202,PALACIO, Plaza
03202,PARQUE MUNICIPAL
03202,PEDIATRA ANDRES BRU IBARRA
03202,PERE IBARRA
03202,PERIODISTA AVELINO RUBIO
03202,PIZARRO
03202,PONT DELS ORTISSOS (Impares del 7 al final)  (Pares del 8 al final)
03202,PORTA D'ALACANT
03202,PORTELL DE GRANYANA
03202,PUERTA DEL ORGANO
03202,QUINTO ALBIO HARACIO
03202,REI JAUME I, Plaza
03202,RUIZ DE ALDA
03202,SALAZAR ALONSO
03202,SANT AGATANGEL
03202,SANT FRANCESC XAVIER
03202,SANT JAUME
03202,SANT PERE
03202,SANT VICENT
03202,SANTA ISABEL, Plaza
03202,SANTA MARIA DE LA CABEZA
03202,SANTA MARIA, Plaza
03202,SELLA
03202,SUCRE
03202,TORREMANZANAS/TORRE DE LES MANÇANES
03202,TORRENT
03202,TRINQUET
03202,UBERNA
03202,VICTORIA
03202,VIRGEN DE LA CABEZA
03203,ABADIA
03203,ABIO
03203,ALACANT, Avenida (Pares del 2 al final)
03203,ALADIA
03203,ALBATERA
03203,ALBELLO
03203,ALBINELLA
03203,ALBORAYA
03203,ALCABO
03203,ALCANA
03203,ALCOI
03203,ALDAYA
03203,ALFONSO X EL SABIO
03203,ALFONSO XII
03203,ALFONSO XIII
03203,ALINGASA
03203,ALMAZERA
03203,ALMORIDA
03203,ALPONT, Baixada
03203,ALTEA
03203,ANDREU PERPINYA
03203,ANGEL
03203,ANTONI BRU I GOMEZ, Plaça
03203,ANTONI SANSANO FENOLL
03203,ANTONIO CAMPOS JAVALOYES
03203,ANTONIO SEGARRA
03203,ANTONIO SORIA GABALDON
03203,ARCIPRESTE TORRES
03203,ARES
03203,ARQUITECTO VERDE
03203,ATMELLER
03203,AURELIA IBARRA
03203,AURORA
03203,AVET
03203,AYORA
03203,BAÑERES
03203,BARCHELL
03203,BARQUES, DE LES, Replaceta
03203,BARQUES, DE LES, Travesia
03203,BARRERO
03203,BARRI DE SARABIA
03203,BARRIO CONRADO
03203,BEETHOVEN
03203,BENETUSSER
03203,BENIARDA
03203,BENISSA
03203,BETERA
03203,BIAR
03203,BLAS ORTS SANCHEZ
03203,BODEGA
03203,BOIX Y ROSARI
03203,BONIOL
03203,BUFART
03203,CALLEJON DE LAS MULAS
03203,CAMINO DE LA ALMAZARA
03203,CAMINO DEL GATO
03203,CEBOLLA
03203,COMISSARI
03203,CONSTITUCIO, DE LA, Plaça
03203,CORREDORA (Pares del 2 al 30)
03203,CURA FUENTES
03203,CURTIDORES
03203,DANIEL FENOLL FOLLANA
03203,DAOIZ
03203,DOLORES, Carretera
03203,EDUARDO FERRANDEZ GARCIA
03203,ELDA
03203,EMPEDRAT
03203,ERNESTO CHE GUEVARA
03203,ERNESTO MARTINEZ
03203,ESCULTOR CAPUZ
03203,ESPART, DE L', Replaceta
03203,ESPI
03203,ESTRELLA
03203,EUCALIPTUS
03203,EUGENIO D'ORS
03203,FELIP, DE, Cami
03203,FILET DE DINS, EL
03203,FILET DE FORA
03203,FORN FONDO
03203,FOSSAR
03203,FRANCESC CANTO
03203,FRANCISCO GONZALEZ
03203,FRANCISCO TORREGROSA
03203,FRAY LUIS DE LEON
03203,GALL
03203,GILET
03203,GINES MACIA PASCUAL
03203,GLORIETA, DE LA, Plaza
03203,GORGA
03203,GUILLEN SANTACILLA
03203,HERMANOS LOPEZ SANTOS
03203,HERNAN CORTES
03203,HORT DEL BORREGUET
03203,HOSPITAL
03203,HOSPITALET DE LLOBREGAT
03203,INFANTE DON MANUEL
03203,ISSAC PERAL
03203,JALON
03203,JERONIMO ANTON ANDRES
03203,JOAN FUSTER
03203,JOAQUIN SANTOS
03203,JOSE ANTON AGULLO
03203,JOSE RAMOS
03203,JOSE SERRANO AMBIT
03203,JUAN BAUTISTA SALA MACIA
03203,JUAN CARLOS I, Avenida (Impares del 1 al 19)  (Pares del 2 al 22)
03203,JUAN RAMON JIMENEZ
03203,JUAN XXIII
03203,JULIO HERVAS SAIZ
03203,KURSAL
03203,LAGO
03203,LIMONER
03203,LLIBER
03203,LLUNA
03203,LUIS VIVES
03203,MAESTRO JOSE VIGO FERNANDEZ
03203,MAJOR DEL RAVAL, Plaza
03203,MAJOR DEL RAVAL
03203,MALLORCA
03203,MANGRANER
03203,MANUEL MACIA JUAN
03203,MARCHENA
03203,MAREDEDEU DE L'ASSUMPCIO
03203,MAREDEDEU DE LA LLET
03203,MAREDEDEU DE LA SOLETAT
03203,MAREDEDEU DEL CARME
03203,MAREDEDEU DEL REMEI
03203,MAREDEDEU DEL ROSARI
03203,MAREDEDEU DELS DESAMPARATS
03203,MARIANO SOLER OLMOS
03203,MASSAMAGRELL
03203,MEDICO DIEGO NAVARRO
03203,MELIANA
03203,MIGUEL MIRALLES JORGE
03203,MONCADA
03203,MONJO, DE, Passeig
03203,MONTESINOS, LOS
03203,MORAIRA
03203,MORERA
03203,MUCHAMIEL
03203,MURCIA
03203,NOU DE SANT ANTONI
03203,OBISPO CUBERO
03203,OLIVARETA
03203,OLMO
03203,ORIHUELA
03203,PALMERES
03203,PALOMBAR
03203,PASSATJE, EL
03203,PILAR DE LA HORADADA
03203,PINTOR BENEDITO
03203,PINTOR VELAZQUEZ
03203,PINZON
03203,PIO BAROJA
03203,PLANES
03203,POLIT
03203,PONT DELS ORTISSOS (Impares del 1 al 5)  (Pares del 2 al 6)
03203,PONTOS, DE, Replaceta
03203,PORTA DE LA MORERA
03203,PORTA DE LA UNIVERSITAT DE SAN JOAN
03203,PORTA DE LES TAFULLES
03203,PORTA ORIOLA
03203,PORTA XIQUICA DE SANT JOAN
03203,PORTA XIQUICA DEL SALVADOR
03203,PORTES ENCARNADES
03203,POZOBLANCO
03203,RADIO ELCHE
03203,RAFAEL JAVALOYES ALEMAN
03203,RAMON Y CAJAL
03203,RASTRO
03203,RECTOR
03203,RINCON DE TRONETA
03203,ROCAFORT
03203,RUBEN DARIO
03203,SABADELL
03203,SALVADOR, Plaza
03203,SALVADOR
03203,SAN ANTON, Camino
03203,SAN ANTONIO
03203,SAN MIQUEL
03203,SANS METGES
03203,SANT ISIDRE
03203,SANT JOAN, DE, Replaceta
03203,SANT JOAN, DE
03203,SANT JOAQUIN
03203,SANT JORDI, DE, Rincon
03203,SANT ROC, DE, Travesia
03203,SANT ROC
03203,SANTA BARBERA
03203,SANTA CORONA
03203,SANTA POLA, Avenida
03203,SANTIAGO POMARES
03203,SAONI
03203,SELLENT
03203,SINOGA
03203,SOLARS
03203,TAHULLAS, DE LAS, Callejon
03203,TAMARIT
03203,TAVERNES
03203,TENIENTE RUIZ
03203,TEULADA
03203,TORONGER
03203,TREFUENTES
03203,TRONETA
03203,VELARDE
03203,VELAZQUEZ
03203,VENTURO, Plaza
03203,VICENTE ANTON SELVA
03203,VICENTE GUIRAU
03203,VICTOR MIÑOLES MARTINEZ
03203,VILLENA
03203,XOP ILICITA
03203,ZARAGOZA
03204,ALJUB
03204,ALQUERIA DE AZNAR
03204,AMILCAR BARCA
03204,ANTONI MACHADO, Avenida (Impares del 1 al final)
03204,ANTONIO MOYA ALBALADEJO
03204,ANTONIO PASCUAL QUILES (Impares del 71 al final)  (Pares del 64 al final)
03204,ANTONIO SANSANO FRANCO
03204,ASIL
03204,ASP/ASPE (Impares del 51 al final)  (Pares del 42 al final)
03204,AURELIO COQUILLAT PASCUAL (Impares del 53 al final)  (Pares del 56 al final)
03204,AZORIN
03204,BENIFAYO
03204,CAPITA ALFONS VIVES (Impares del 85 al final)  (Pares del 74 al final)
03204,CAPITA ANTONI MENA (Impares del 65 al final)  (Pares del 82 al final)
03204,CAPITA BALTASAR TRISTANY (Impares del 105 al final)  (Pares del 106 al final)
03204,CAPITA GASPAR ORTIS (Impares del 99 al final)  (Pares del 104 al final)
03204,CASAS DE PAPEL
03204,CONCEPCION ARENAL (Impares del 97 al final)  (Pares del 98 al final)
03204,CONRADO DEL CAMPO
03204,CREVILLENTE, Plaza (Impares del 1 al 3)  (Pares del 2 al 2)
03204,DIEGO FUENTES SERRANO (Impares del 59 al final)  (Pares del 28 al final)
03204,DOCTOR FAJARNES
03204,DOCTOR SAPENA (Impares del 1 al 69)  (Pares del 2 al 52)
03204,ENRIQUE PIRE GARCIA
03204,ESLAVA (Impares del 27 al final)  (Pares del 40 al final)
03204,ESPRONCEDA (Impares del 35 al final)  (Pares del 40 al final)
03204,FEDERICO GARCIA LORCA
03204,FERNANDA SANTAMARIA
03204,FORN DEL PLA
03204,FRA JAUME TORRES
03204,GENARO CALATAYUD
03204,GERMANIAS, Paseo
03204,GILBERTO MARTINEZ
03204,JOSE MAS ESTEVE (Impares del 51 al final)  (Pares del 66 al final)
03204,JOSE SANTOS ORTS
03204,JULIO SANCHEZ GOMEZ (Impares del 13 al final)  (Pares del 18 al final)
03204,LADERAS VINALOPO
03204,LLAURADORS, Avenida
03204,MAESTRO ROMAN
03204,MAJOR DEL PLA (Impares del 1 al final)
03204,MANUEL ALCARAZ MORA
03204,MANUEL LOPEZ QUEREDA
03204,MARQUES DE CARRUS
03204,MAXIMILIA THOUS
03204,MOHAMED AL SHAFRA
03204,PABLO PICASSO
03204,PADRE RODES
03204,PEDRO CANALES
03204,PERE JOAN PERPINYA
03204,PINTOR MURILLO (Impares del 13 al final)  (Pares del 10 al final)
03204,PIROTECNICO ALBARRANCH
03204,POLO, Plaza
03204,PONT, Plaza (Impares del 1 al 5)  (Pares del 2 al 4)
03204,PRIVATO MACIA
03204,PUIG
03204,RAMBLA, Travesia
03204,RAMBLETA, Travesia
03204,RAMON JAEN (Impares del 1 al final)
03204,REIS CATOLICS, Plaza
03204,RIOLA
03204,SALVADOR ALLENDE, Plaza
03204,SANSO
03204,SANT JOSEP
03204,SANT PASQUAL
03204,SANTA ANNA, Travessia
03204,SANTA ANNA
03204,SANTA TERESA (Impares del 7 al final)  (Pares del 16 al final)
03204,SANTO DOMINGO
03204,SENIA, LA (Impares del 35 al final)  (Pares del 34 al final)
03204,SOR JOSEFA ALCORTA
03204,TERRATEIG
03204,TORRE, LA
03204,TORRES QUEVEDO (Impares del 29 al final)  (Pares del 30 al final)
03204,UMBRIA
03204,VENTARICH
03204,VICENTE ALONSO PEREZ (Impares del 21 al final)  (Pares del 12 al final)
03204,XIXONA
03205,ALAUSA
03205,ALCALALI
03205,ALMORADI, DE, Plaça
03205,ANOY
03205,ANTONIO BROTONS PASTOR
03205,ANTONIO RAMOS CARRATALA
03205,ARISTIDES BOTELLA
03205,ASCOPALLS
03205,ASUNCION PARREÑO GARCIA
03205,BARIG
03205,BENEJUZAR, DE, Plaza
03205,BENFERRI
03205,BENIJOFAR
03205,BENITACHELL
03205,BIGASTRO
03205,CALLOSA DE SEGURA
03205,CARRILLO
03205,CARRUS, DE, Partida
03205,CATRAL
03205,CORTES VALENCIANAS, Avenida
03205,CREVILLENTE, Carretera
03205,DAYA NUEVA, Ronda
03205,DAYA VIEJA
03205,DENIA
03205,DIEGO DE CARDENAS
03205,EMILIO HERNANDEZ SELVA
03205,EMILIO SALA HERNANDEZ
03205,FELIP PEDREL
03205,FONTANAR
03205,FORMENTERA DEL SEGURA
03205,FRANCISCO RUIZ BRU
03205,GERONA
03205,JACARILLA
03205,JAIME AGUEDA TORREGROSA
03205,JARDIN DE ASPE
03205,JESUS CHAZARRA HERNANDEZ
03205,JOAN MIRO
03205,JOAQUIN MARTINEZ MACIA
03205,JOSE BERNAD AMOROS
03205,JOSE DIAZ MORA
03205,JOSE GARCIA FERRANDEZ
03205,JOSE GRAU NIÑOLES
03205,JOSE MARIA SOLER AGULLO
03205,JOSE NAVARRO ORTS
03205,JUAN DIEZ MARTINEZ
03205,JUAN MANUEL DE LA MORENA
03205,JUAN SANSANO IBARRA
03205,LEON SANCHEZ SAEZ
03205,LEONARDO VICENTE SERRANO
03205,LEOPOLDO VICENTE SERRANO
03205,LIBERTAD, Avenida (Pares del 70 al final)
03205,MADRID, Plaza
03205,MANUEL CAMPELLO RUIZ
03205,MANUEL PEREZ RUIZ
03205,MARIA GARCIA FERRANDEZ
03205,MARIANO PEREZ VIVES
03205,MONSERRATE GUILABER VALERO
03205,MONTESOL, Urbanizacion
03205,MURCIA-ALICANTE, HASTA KM. 53, Carretera
03205,NAFIS
03205,NOVELDA, Avenida (Impares del 1 al 125)
03205,OBISPO BARRACHINA
03205,PABLO SURRA DE GARAY
03205,PALMA, LA
03205,PASCUAL CHINCHILLA
03205,PASCUAL FERRANDEZ PALAZON
03205,PASCUAL GARCIA ROCAMORA
03205,PEDRO MORENO SASTRE
03205,PEÑA DE LAS AGUILAS, DE, Partida
03205,RAFAEL ALBERTI, Plaza
03205,RAFAEL ALTAMIRA
03205,REDOVAN
03205,RINCON GRAN VIA
03205,ROJALES
03205,ROMAN BONO MARIN
03205,SAN FULGENCIO
03205,SOLLANA
03205,TARBENA
03205,VICENTE ALEIXANDRE
03205,VICENTE FUENTES SANSANO
03205,VICENTE PEREZ BELLOT
03205,VILA
03205,VILLAFRANQUEZA
03205,VILLAJOYOSA/VILA JOIOSA, LA
03206,ALCORA
03206,ALFREDO MARQUERIE
03206,ALFREDO SANCHEZ TORRES
03206,ALMANSA
03206,ALMASIL
03206,ANACLA
03206,ANDRES FURIO BROTONS
03206,ANDRES IBARRA MATEU
03206,ANGEL CASTAÑO MARTINEZ
03206,ANTONI MORA ANTON
03206,ANTONIO ALTAMIRA CARRERAS
03206,ANTONIO GARCIA CAYUELAS
03206,ANTONIO GARCIA TORRES
03206,ANTONIO GOMIS VICENTE
03206,ANTONIO MARTINEZ GARCIA
03206,ANTONIO RODRIGUEZ GIMENEZ
03206,ARNEDO
03206,ARTURO SALVETTI PARDO
03206,ASPE, DE, Carretera
03206,BAEZA
03206,BARCELONA, Plaza
03206,BENASAU
03206,BENIAI
03206,BENIFALLIN
03206,BREA
03206,BUSOT
03206,CAMPANETA, LA
03206,CAÑADA
03206,CARABASSI
03206,CARLET
03206,CARLOS ANTON PASTOR
03206,CARMELO SERRANO GARCIA
03206,CARRAIXET
03206,CASABLANCA
03206,CASTALLA
03206,CAUCE
03206,CHELVA
03206,CHINORLET
03206,CLARA DE CAMPOAMOR
03206,CULEBRON
03206,DAROCA
03206,DIAGONAL
03206,DIEGO PASCUAL OLIVER
03206,DOSIOTEO CLIMENT MATEO
03206,ESPERIDION PORTA REQUESENS
03206,FAUSTO ROMAN PARREÑO
03206,FERRIOL
03206,FLORA, DE, Plaza
03206,FOIOS
03206,FRANCISCO ALEMAN POMARES
03206,FRANCISCO BONETE
03206,FRANCISCO IBARRA
03206,FRANCISCO MENDIOLA
03206,FRANCISCO MILLER GINER
03206,GASPAR QUILES PASCUAL
03206,GAYANES
03206,GENT DE L'ARCADA
03206,GERVASIO TORREGROSA BOIX
03206,GINES GARCIA ESQUITINO
03206,HERMANOS GONZALEZ SELVA
03206,HERMANOS NAVARRO CARACENA
03206,HUESA
03206,ILLUECA
03206,INCA
03206,JAIME GARCIA MIRALLES
03206,JAIME MARTINEZ TORRES
03206,JAIME NAVARRO SABUCO
03206,JEREMIAS PASTOR PEREZ
03206,JOAQUIN CARTAGENA BAILE
03206,JOAQUIN GARCIA MORA
03206,JOAQUIN RUIZ ANTON
03206,JOSE BELSO CASTAÑO
03206,JOSE GOMEZ MONPEAN
03206,JOSE JAVALOYES ORTS
03206,JOSE MIRALLES TORREGROSA
03206,JOSE PERAL
03206,JOSE ROMERO LOPEZ
03206,JUAN CARACENA MIRALLES
03206,JUAN MACIA ESCLAPEZ
03206,LARVA
03206,LEANDRO SOLER ROMAN
03206,LIBERTAD, Avenida (Pares del 2 al 68)
03206,LOGROÑO
03206,MADRE TERESA DE CALCUTA
03206,MAGROS, DELS, Cami
03206,MANUEL RUIZ MAGRO
03206,MANUEL SAFON SANTAMARIA
03206,MANUEL VICENTE PASTOR
03206,MARIO PASTOR SEMPERE
03206,MARTIN LUTHER KING
03206,MARTOS
03206,MESTRE MELCHOR BOTELLA, Avenida
03206,MONOVAR
03206,NAJERA
03206,NIT DE L'ALBA, Passeig
03206,NOVELDA, Avenida (Impares del 127 al final)  (Pares del 2 al final)
03206,OLEGARIO DOMARCO SELLER
03206,ORITO
03206,OROPESA
03206,PADRE PALAU
03206,PANTANO
03206,PASCUAL CAMPOS GARCIA
03206,PASCUAL MACIA MOJICA
03206,PASCUAL SEMPERE MOJICA
03206,PASCUAL SOLER ROMAN
03206,PATRICIO RUIZ GOMEZ
03206,PEDRO MAS AZNAR
03206,PETRER
03206,PIAÑA
03206,PINOSO
03206,POLIGONO INDUSTRIAL DE CARRUS, Zona
03206,PROFESOR FRANCISCO TOMAS Y VALIENTE
03206,RAFAEL RAMOS GARCIA
03206,RAFAEL SANCHEZ CEVA
03206,RAMON VICENTE SERRANO
03206,REQUENA
03206,ROCIO, EL
03206,RONDA, Paseo
03206,SAGUNTO
03206,SAN AGATANGELO, Grupo
03206,SAN BARTOLOME
03206,SAX
03206,SEGORBE
03206,SENIJA
03206,SOCIEDAD EL DESPERTAR FEMENINO
03206,TORREBLANCA
03206,UBEDA
03206,UBRIQUE
03206,VALL DE UXO, Ronda
03206,VALVERDE DEL CAMINO
03206,VEGA BAJA
03206,VICENTE AMOROS CANDELA
03206,VICENTE TORRES SERRANO
03206,VICENTE VILLAR PALASI
03206,VICTORIA DE KENT
03206,VINALOPO, Avenida
03207,Elx/Elche
03290,Elx/Elche
03291,Elx/Elche
03292,BAYAS, LAS
03293,Elx/Elche
03294,Elx/Elche
03295,Elx/Elche
03296,ALGODA
03296,DERRAMADOR (ELCHE), PARTIDA
03296,PUJOL
03300,HUERTOS, LOS
03300,ORIHUELA
03310,CHAPITEL, VEREDA
03310,CORRENTIAS BAJAS
03310,CORRENTIAS MEDIAS
03310,DON FAUSTINO, VEREDA
03310,FABREGAL, VEREDA
03310,JACARILLA
03310,MOLINS
03311,APARECIDA, LA
03311,BONANZA (RAIGUERO DE)
03311,CAMINO EN MEDIO
03311,MOLINO DE LA CIUDAD
03311,PINAR DE BONANZA, URBANIZACION
03312,ARNEVA
03312,DESAMPARADOS, LOS
03312,NORIAS, LAS
03313,ALCACHOFAR
03313,DOLSES, LOS
03313,HURCHILLO
03313,REBATE
03313,TORREMENDO
03314,ANCHA, VEREDA
03314,CAMPANETA, LA
03314,MEDIA LEGUA
03314,SAN BARTOLOME
03315,ASENSIOS, LOS, CASERIO
03315,CABECICO, EL, CASERIO
03315,CAMPIRULOS, LOS, CASERIO
03315,CANDEL, LO, CASERIO
03315,CARMEN, LO, CASERIO
03315,CUTILLAS, LOS, CASERIO
03315,GAVILANES, LOS, CASERIO
03315,MAZONES, LOS, CASERIO
03315,MURADA, LA
03315,PEREZ, LOS, CASERIO
03315,PINOS, LOS, CASERIO
03315,RIQUELMES, LOS
03315,RONDEROS, LOS, CASERIO
03315,TORRE INES, CASERIO
03315,VIVES, LOS, CASERIO
03316,BENFERRI
03316,MATANZA, LA
03316,MONTEPINAR, URBANIZACION
03317,BARRIO DE SAN CARLOS
03317,BODEGA, LA (ORIHUELA)
03317,CALLOSILLA
03317,CARASOS, LOS
03317,DIAZ, LOS
03317,ESCORRATEL, EL
03317,MONTEROS, LOS (ORIHUELA)
03317,NAYA, LA
03317,POLACOS, LOS, PARTIDA
03317,PUNTAS, LAS, PARTIDA
03317,VIRGEN DEL CAMINO, PARTIDA
03318,ROCAMORA, LO
03318,VICENTES, LOS
03320,TORRELLANO
03330,CREVILLENT
